,date,sales,dollar_vol,avg_price,med_price,total_listings,month_inventory,county
56,Sep 2015,207,"64,997,517","313,998","262,000","1,091",5.3,Comal
57,Oct 2015,195,"57,716,285","295,981","267,850","1,048",5.1,Comal
58,Nov 2015,165,"48,486,581","293,858","275,000","1,009",4.9,Comal
59,Dec 2015,227,"69,297,538","305,275","275,000",994,4.8,Comal
60,Jan 2016,133,"39,981,136","300,610","284,750","1,021",4.9,Comal
61,Feb 2016,188,"57,142,955","303,952","266,000","1,022",4.8,Comal
62,Mar 2016,244,"72,073,764","295,384","269,500","1,097",5.1,Comal
63,Apr 2016,233,"72,023,397","309,113","274,000","1,123",5.1,Comal
64,May 2016,284,"94,231,875","331,802","287,200","1,188",5.4,Comal
65,Jun 2016,314,"95,727,910","304,866","272,950","1,216",5.4,Comal
66,Jul 2016,263,"77,145,734","293,330","272,950","1,190",5.3,Comal
67,Aug 2016,286,"89,235,933","312,014","274,000","1,190",5.2,Comal
68,Sep 2016,263,"75,538,625","287,219","245,000","1,134",4.9,Comal
69,Oct 2016,243,"75,474,762","310,596","274,000","1,098",4.6,Comal
70,Nov 2016,211,"63,677,125","301,787","283,000","1,045",4.3,Comal
71,Dec 2016,222,"67,034,419","301,957","282,250",957,4.0,Comal
72,Jan 2017,154,"46,123,140","299,501","281,312",958,4.0,Comal
73,Feb 2017,199,"60,965,078","306,357","270,000",962,4.0,Comal
74,Mar 2017,242,"75,372,371","311,456","282,222","1,044",4.3,Comal
75,Apr 2017,276,"84,418,681","305,865","267,006","1,095",4.4,Comal
76,May 2017,313,"99,594,394","318,193","280,000","1,078",4.3,Comal
77,Jun 2017,340,"106,914,846","314,455","271,500","1,160",4.6,Comal
78,Jul 2017,323,"103,208,071","319,530","269,900","1,160",4.5,Comal
79,Aug 2017,297,"91,427,801","307,838","254,025","1,219",4.7,Comal
80,Sep 2017,266,"82,996,055","312,015","275,000","1,167",4.5,Comal
81,Oct 2017,262,"79,948,953","305,149","257,690","1,122",4.3,Comal
82,Nov 2017,256,"86,046,412","336,119","282,450","1,066",4.1,Comal
83,Dec 2017,264,"83,002,219","314,402","279,950",966,3.6,Comal
84,Jan 2018,172,"56,811,182","330,298","286,250",988,3.7,Comal
85,Feb 2018,220,"66,594,943","302,704","265,050","1,026",3.8,Comal
86,Mar 2018,278,"91,043,474","327,495","276,750","1,075",3.9,Comal
87,Apr 2018,288,"91,410,766","317,398","277,750","1,109",4.1,Comal
88,May 2018,402,"138,100,073","343,533","300,000","1,143",4.1,Comal
89,Jun 2018,341,"118,257,788","346,797","317,994","1,163",4.1,Comal
90,Jul 2018,329,"109,559,975","333,009","302,500","1,171",4.2,Comal
91,Aug 2018,368,"118,163,115","321,095","292,700","1,187",4.1,Comal
92,Sep 2018,262,"86,257,355","329,227","280,000","1,145",4.0,Comal
93,Oct 2018,279,"92,305,056","330,842","287,500","1,138",3.9,Comal
94,Nov 2018,244,"79,743,275","326,817","283,000","1,136",4.0,Comal
95,Dec 2018,255,"82,203,593","322,367","283,000","1,035",3.6,Comal
96,Jan 2019,174,"57,729,888","331,781","279,962","1,051",3.7,Comal
97,Feb 2019,253,"80,361,117","317,633","282,450","1,138",3.9,Comal
98,Mar 2019,315,"98,780,224","313,588","274,999","1,226",4.2,Comal
99,Apr 2019,317,"103,083,069","325,183","285,000","1,207",4.1,Comal
100,May 2019,394,"137,304,225","348,488","302,150","1,261",4.3,Comal
101,Jun 2019,364,"126,375,870","347,186","290,000","1,311",4.4,Comal
102,Jul 2019,384,"124,390,771","323,934","282,450","1,222",4.1,Comal
103,Aug 2019,382,"126,805,937","331,953","293,750","1,195",4.0,Comal
104,Sep 2019,315,"102,009,759","323,841","279,975","1,204",3.9,Comal
105,Oct 2019,298,"104,700,921","351,345","309,000","1,214",3.9,Comal
106,Nov 2019,276,"87,498,345","317,023","279,900","1,190",3.8,Comal
107,Dec 2019,292,"104,580,688","358,153","320,000","1,138",3.6,Comal
108,Jan 2020,195,"63,215,252","324,181","275,000","1,144",3.6,Comal
109,Feb 2020,265,"90,503,481","341,523","295,000","1,170",3.7,Comal
110,Mar 2020,349,"122,086,735","349,819","304,601","1,176",3.7,Comal
111,Apr 2020,288,"97,944,075","340,084","299,000","1,196",3.8,Comal
112,May 2020,311,"104,834,300","337,088","302,999","1,144",3.7,Comal
113,Jun 2020,435,"160,880,483","369,840","314,499",992,3.1,Comal
114,Jul 2020,552,"206,297,231","373,727","330,000",919,2.8,Comal
115,Aug 2020,481,"170,296,110","354,046","315,000",847,2.5,Comal
116,Sep 2020,471,"179,756,445","381,649","323,000",793,2.3,Comal
117,Oct 2020,405,"154,314,664","381,024","337,700",775,2.2,Comal
118,Nov 2020,345,"130,386,111","377,931","328,999",704,1.9,Comal
119,Dec 2020,419,"164,566,513","392,760","333,000",618,1.6,Comal
120,Jan 2021,284,"108,993,713","383,781","332,122",569,1.5,Comal
121,Feb 2021,298,"113,317,189","380,259","318,322",463,1.2,Comal
122,Mar 2021,363,"150,520,554","414,657","329,499",400,1.0,Comal
123,Apr 2021,346,"145,318,469","419,996","348,060",353,0.9,Comal
124,May 2021,402,"179,977,260","447,705","363,632",345,0.9,Comal
125,Jun 2021,416,"197,811,350","475,508","390,798",384,1.0,Comal
126,Jul 2021,409,"196,455,231","480,331","390,000",591,1.5,Comal
127,Aug 2021,358,"172,739,823","482,513","401,000",667,1.8,Comal
0,Jan 2011,37,"4,405,050","119,055","107,500",,,Coryell
1,Feb 2011,34,"3,842,584","113,017","101,000",,,Coryell
2,Mar 2011,37,"4,292,842","116,023","110,000",,,Coryell
3,Apr 2011,46,"4,912,134","106,786","97,700",,,Coryell
4,May 2011,30,"3,158,199","105,273","98,750",,,Coryell
5,Jun 2011,45,"5,604,375","124,542","120,000",,,Coryell
6,Jul 2011,44,"5,168,075","117,456","110,000",,,Coryell
7,Aug 2011,34,"4,328,000","127,294","127,450",,,Coryell
8,Sep 2011,41,"4,521,890","110,290","93,500",,,Coryell
9,Oct 2011,27,"2,338,450","86,609","80,200",,,Coryell
10,Nov 2011,41,"4,921,725","120,042","100,900",,,Coryell
11,Dec 2011,31,"3,051,975","98,451","106,900",,,Coryell
12,Jan 2012,24,"2,908,407","121,184","120,450",,,Coryell
13,Feb 2012,30,"3,999,363","133,312","145,050",,,Coryell
14,Mar 2012,28,"2,906,090","103,789","87,000",,,Coryell
15,Apr 2012,44,"4,978,213","113,141","102,250",,,Coryell
16,May 2012,31,"3,605,124","116,294","111,625",,,Coryell
17,Jun 2012,43,"5,246,771","122,018","115,000",,,Coryell
18,Jul 2012,55,"6,537,103","118,856","126,500",,,Coryell
19,Aug 2012,56,"6,908,239","123,361","125,000",,,Coryell
20,Sep 2012,41,"5,126,500","125,037","126,950",,,Coryell
21,Oct 2012,35,"4,633,508","132,386","117,500",,,Coryell
22,Nov 2012,28,"3,707,010","132,393","133,250",,,Coryell
23,Dec 2012,36,"5,003,537","138,987","134,750",,,Coryell
24,Jan 2013,39,"4,357,130","111,721","115,000",,,Coryell
25,Feb 2013,38,"3,802,637","100,069","105,000",,,Coryell
26,Mar 2013,44,"4,892,355","111,190","108,000",,,Coryell
27,Apr 2013,55,"7,146,650","129,939","104,900",,,Coryell
28,May 2013,74,"8,744,504","118,169","115,750",,,Coryell
29,Jun 2013,48,"5,322,735","110,890","114,500",,,Coryell
30,Jul 2013,57,"6,531,046","114,580","109,000",,,Coryell
31,Aug 2013,59,"6,887,836","116,743","100,000",,,Coryell
32,Sep 2013,56,"5,942,120","106,109","105,730",,,Coryell
33,Oct 2013,41,"4,724,702","115,237","90,000",,,Coryell
34,Nov 2013,44,"4,900,555","111,376","105,500",,,Coryell
35,Dec 2013,45,"5,272,763","117,173","100,000",,,Coryell
36,Jan 2014,39,"4,075,501","104,500","81,500",,,Coryell
37,Feb 2014,38,"4,021,484","105,829","82,250",,,Coryell
38,Mar 2014,44,"4,527,338","102,894","98,200",,,Coryell
39,Apr 2014,52,"6,189,556","119,030","117,000",,,Coryell
40,May 2014,49,"5,827,370","118,926","112,500",,,Coryell
41,Jun 2014,59,"6,858,792","116,251","108,000",,,Coryell
42,Jul 2014,53,"6,252,663","117,975","106,000",,,Coryell
43,Aug 2014,68,"8,218,500","120,860","116,250",,,Coryell
44,Sep 2014,56,"6,018,302","107,470","101,750",,,Coryell
45,Oct 2014,39,"3,472,147","89,029","73,647",,,Coryell
46,Nov 2014,42,"4,705,600","112,038","105,250",,,Coryell
47,Dec 2014,47,"5,800,551","123,416","90,000",,,Coryell
48,Jan 2015,47,"5,457,249","116,112","115,000",246,5.0,Coryell
49,Feb 2015,44,"4,732,754","107,563","99,450",250,5.0,Coryell
50,Mar 2015,53,"6,020,211","113,589","98,600",260,5.1,Coryell
51,Apr 2015,63,"8,032,772","127,504","125,000",293,5.7,Coryell
52,May 2015,54,"6,241,019","115,574","115,000",290,5.6,Coryell
53,Jun 2015,58,"6,543,245","112,815","118,850",281,5.4,Coryell
54,Jul 2015,82,"10,482,449","127,835","119,250",285,5.2,Coryell
55,Aug 2015,57,"7,916,099","138,879","122,000",289,5.4,Coryell
56,Sep 2015,50,"5,615,854","112,317","112,750",284,5.4,Coryell
57,Oct 2015,54,"6,539,508","121,102","106,250",277,5.1,Coryell
58,Nov 2015,34,"3,104,930","91,321","68,600",259,4.8,Coryell
59,Dec 2015,59,"7,200,721","122,046","92,500",247,4.5,Coryell
60,Jan 2016,42,"5,541,467","131,940","134,200",266,4.9,Coryell
61,Feb 2016,55,"6,476,507","117,755","105,000",256,4.6,Coryell
62,Mar 2016,60,"8,047,653","134,128","109,000",270,4.9,Coryell
63,Apr 2016,51,"6,131,800","120,231","114,500",281,5.1,Coryell
64,May 2016,47,"6,135,445","130,541","139,900",273,5.0,Coryell
65,Jun 2016,81,"10,615,615","131,057","119,500",270,4.8,Coryell
66,Jul 2016,49,"6,103,220","124,556","116,000",253,4.8,Coryell
67,Aug 2016,77,"9,966,923","129,441","120,000",258,4.7,Coryell
68,Sep 2016,69,"9,111,265","132,047","111,900",259,4.6,Coryell
69,Oct 2016,63,"7,527,938","119,491","112,500",236,4.1,Coryell
70,Nov 2016,54,"8,687,340","160,877","124,500",235,4.0,Coryell
71,Dec 2016,62,"7,179,752","115,802","90,700",237,4.0,Coryell
72,Jan 2017,55,"7,094,565","128,992","120,500",219,3.6,Coryell
73,Feb 2017,41,"5,700,096","139,027","134,000",230,3.9,Coryell
74,Mar 2017,73,"9,467,365","129,690","112,500",201,3.3,Coryell
75,Apr 2017,60,"8,348,659","139,144","118,000",201,3.3,Coryell
76,May 2017,79,"10,482,876","132,695","108,000",220,3.5,Coryell
77,Jun 2017,69,"8,934,483","129,485","134,900",235,3.8,Coryell
78,Jul 2017,75,"10,423,425","138,979","136,400",236,3.6,Coryell
79,Aug 2017,81,"11,261,822","139,035","137,000",242,3.7,Coryell
80,Sep 2017,51,"6,784,690","133,033","118,000",239,3.8,Coryell
81,Oct 2017,59,"8,243,634","139,723","135,500",242,3.8,Coryell
82,Nov 2017,69,"9,276,080","134,436","144,000",242,3.8,Coryell
83,Dec 2017,71,"9,845,834","138,674","119,000",228,3.5,Coryell
84,Jan 2018,58,"8,316,818","143,393","132,850",222,3.4,Coryell
85,Feb 2018,55,"6,890,260","125,277","91,000",208,3.1,Coryell
86,Mar 2018,63,"8,946,133","142,002","124,900",196,3.0,Coryell
87,Apr 2018,78,"11,138,203","142,797","135,500",181,2.7,Coryell
88,May 2018,85,"11,086,569","130,430","117,900",200,2.9,Coryell
89,Jun 2018,104,"16,275,295","156,493","147,250",201,2.8,Coryell
90,Jul 2018,89,"13,904,147","156,226","150,000",196,2.7,Coryell
91,Aug 2018,87,"14,572,356","167,498","145,000",219,3.0,Coryell
92,Sep 2018,83,"12,133,563","146,188","137,900",238,3.2,Coryell
93,Oct 2018,64,"9,378,209","146,535","126,825",231,3.1,Coryell
94,Nov 2018,71,"10,365,870","145,998","135,000",204,2.7,Coryell
95,Dec 2018,63,"9,665,965","153,428","126,500",186,2.5,Coryell
96,Jan 2019,51,"7,876,549","154,442","125,000",178,2.4,Coryell
97,Feb 2019,74,"9,215,324","124,531","119,250",160,2.1,Coryell
98,Mar 2019,70,"11,045,334","157,790","139,750",146,1.9,Coryell
99,Apr 2019,66,"9,686,176","146,760","129,000",169,2.2,Coryell
100,May 2019,111,"18,966,347","170,868","141,500",166,2.1,Coryell
101,Jun 2019,94,"15,744,973","167,500","158,000",170,2.2,Coryell
102,Jul 2019,108,"17,822,600","165,024","149,500",178,2.3,Coryell
103,Aug 2019,87,"14,166,757","162,836","135,900",176,2.2,Coryell
104,Sep 2019,71,"10,830,023","152,536","136,000",180,2.3,Coryell
105,Oct 2019,60,"9,723,937","162,066","152,150",176,2.3,Coryell
106,Nov 2019,76,"10,527,335","138,518","130,000",178,2.3,Coryell
107,Dec 2019,75,"11,171,944","148,959","136,900",166,2.1,Coryell
108,Jan 2020,71,"10,505,074","147,959","135,000",155,1.9,Coryell
109,Feb 2020,68,"10,773,246","158,430","153,000",168,2.1,Coryell
110,Mar 2020,84,"14,061,920","167,404","156,280",178,2.2,Coryell
111,Apr 2020,59,"9,824,355","166,514","159,900",156,1.9,Coryell
112,May 2020,72,"12,062,753","167,538","165,000",125,1.6,Coryell
113,Jun 2020,99,"19,018,275","192,104","184,500",109,1.4,Coryell
114,Jul 2020,96,"16,478,941","171,656","170,700",112,1.5,Coryell
115,Aug 2020,83,"15,398,400","185,523","180,000",98,1.3,Coryell
116,Sep 2020,88,"15,094,641","171,530","150,000",107,1.4,Coryell
117,Oct 2020,84,"16,198,120","192,835","180,000",89,1.1,Coryell
118,Nov 2020,86,"16,140,600","187,681","185,000",81,1.0,Coryell
119,Dec 2020,74,"13,087,567","176,859","172,000",78,1.0,Coryell
120,Jan 2021,69,"11,572,445","167,717","145,500",58,0.7,Coryell
121,Feb 2021,61,"13,085,013","214,508","165,000",55,0.7,Coryell
122,Mar 2021,77,"15,804,223","205,250","175,000",58,0.7,Coryell
123,Apr 2021,81,"15,537,533","191,821","191,235",70,0.9,Coryell
124,May 2021,100,"22,975,541","229,755","179,000",56,0.7,Coryell
125,Jun 2021,128,"25,213,420","196,980","200,000",79,0.9,Coryell
126,Jul 2021,112,"25,589,671","228,479","218,135",86,1.0,Coryell
127,Aug 2021,116,"26,771,253","230,787","214,500",90,1.0,Coryell
0,Jan 2011,957,"185,458,116","193,791","110,000",,,Dallas
1,Feb 2011,"1,096","237,443,364","216,645","115,500",,,Dallas
2,Mar 2011,"1,617","350,896,253","217,004","115,000",,,Dallas
3,Apr 2011,"1,625","379,341,459","233,441","125,250",,,Dallas
4,May 2011,"1,782","418,942,746","235,097","132,925",,,Dallas
5,Jun 2011,"1,891","420,146,810","222,182","126,000",,,Dallas
6,Jul 2011,"1,634","350,890,343","214,743","129,900",,,Dallas
7,Aug 2011,"1,842","397,757,617","215,938","129,000",,,Dallas
8,Sep 2011,"1,489","277,423,321","186,315","120,000",,,Dallas
9,Oct 2011,"1,381","282,353,249","204,456","116,000",,,Dallas
10,Nov 2011,"1,403","257,280,307","183,379","118,000",,,Dallas
11,Dec 2011,"1,453","318,787,839","219,400","128,000",,,Dallas
12,Jan 2012,"1,084","206,380,761","190,388","110,688",,,Dallas
13,Feb 2012,"1,295","269,298,555","207,953","125,500",,,Dallas
14,Mar 2012,"1,722","412,985,439","239,829","145,000",,,Dallas
15,Apr 2012,"1,818","411,638,435","226,424","134,000",,,Dallas
16,May 2012,"2,082","515,034,104","247,375","147,000",,,Dallas
17,Jun 2012,"2,034","488,786,881","240,308","146,450",,,Dallas
18,Jul 2012,"1,979","475,844,296","240,447","145,000",,,Dallas
19,Aug 2012,"2,070","462,713,580","223,533","145,000",,,Dallas
20,Sep 2012,"1,699","373,525,851","219,850","136,575",,,Dallas
21,Oct 2012,"1,695","348,219,294","205,439","134,000",,,Dallas
22,Nov 2012,"1,638","365,697,739","223,259","135,000",,,Dallas
23,Dec 2012,"1,628","391,015,305","240,181","147,000",,,Dallas
24,Jan 2013,"1,315","254,506,203","193,541","122,000",,,Dallas
25,Feb 2013,"1,482","310,717,416","209,661","140,000",,,Dallas
26,Mar 2013,"2,107","531,951,609","252,469","157,000",,,Dallas
27,Apr 2013,"2,190","622,124,830","284,075","169,000",,,Dallas
28,May 2013,"2,445","676,158,516","276,547","176,200",,,Dallas
29,Jun 2013,"2,330","669,204,836","287,212","175,000",,,Dallas
30,Jul 2013,"2,384","633,905,054","265,900","175,000",,,Dallas
31,Aug 2013,"2,331","613,804,958","263,323","169,900",,,Dallas
32,Sep 2013,"1,890","459,497,729","243,120","160,000",,,Dallas
33,Oct 2013,"1,901","455,901,716","239,822","156,000",,,Dallas
34,Nov 2013,"1,566","397,380,546","253,755","152,000",,,Dallas
35,Dec 2013,"1,765","472,165,792","267,516","166,500",,,Dallas
36,Jan 2014,"1,292","304,416,563","235,617","149,950",,,Dallas
37,Feb 2014,"1,543","425,230,907","275,587","162,900",,,Dallas
38,Mar 2014,"1,901","515,772,379","271,316","170,000",,,Dallas
39,Apr 2014,"2,102","590,596,147","280,969","170,000",,,Dallas
40,May 2014,"2,274","675,567,769","297,083","175,750",,,Dallas
41,Jun 2014,"2,391","664,935,606","278,099","180,000",,,Dallas
42,Jul 2014,"2,263","646,824,493","285,826","177,725",,,Dallas
43,Aug 2014,"2,166","564,315,574","260,534","170,000",,,Dallas
44,Sep 2014,"1,957","506,801,711","258,969","169,500",,,Dallas
45,Oct 2014,"1,991","539,877,419","271,159","167,000",,,Dallas
46,Nov 2014,"1,560","408,194,095","261,663","165,000",,,Dallas
47,Dec 2014,"1,874","557,025,993","297,239","185,000",,,Dallas
48,Jan 2015,"1,228","290,807,385","236,814","155,000","3,928",2.0,Dallas
49,Feb 2015,"1,567","447,834,744","285,791","176,500","3,781",1.9,Dallas
50,Mar 2015,"2,060","603,172,127","292,802","189,450","3,729",1.9,Dallas
51,Apr 2015,"2,114","656,712,730","310,649","190,000","4,025",2.1,Dallas
52,May 2015,"2,281","712,743,657","312,470","200,000","4,142",2.1,Dallas
53,Jun 2015,"2,410","762,738,932","316,489","204,500","4,445",2.3,Dallas
54,Jul 2015,"2,507","745,526,642","297,378","190,000","4,920",2.5,Dallas
55,Aug 2015,"2,331","644,170,298","276,349","184,900","4,712",2.4,Dallas
56,Sep 2015,"2,108","587,185,041","278,551","180,000","5,001",2.5,Dallas
57,Oct 2015,"2,025","561,558,592","277,313","185,600","4,847",2.4,Dallas
58,Nov 2015,"1,647","465,281,896","282,503","180,375","4,391",2.2,Dallas
59,Dec 2015,"2,189","660,776,796","301,862","190,000","3,541",1.7,Dallas
60,Jan 2016,"1,443","365,070,564","252,994","169,950","3,856",1.9,Dallas
61,Feb 2016,"1,744","473,576,257","271,546","188,000","3,935",1.9,Dallas
62,Mar 2016,"2,268","687,473,700","303,119","199,900","4,153",2.0,Dallas
63,Apr 2016,"2,311","724,608,714","313,548","210,000","4,260",2.0,Dallas
64,May 2016,"2,412","804,053,008","333,355","223,000","4,264",2.0,Dallas
65,Jun 2016,"2,400","792,965,962","330,402","225,910","4,585",2.2,Dallas
66,Jul 2016,"2,160","642,410,850","297,412","208,000","4,815",2.3,Dallas
67,Aug 2016,"2,408","740,604,786","307,560","207,500","4,649",2.2,Dallas
68,Sep 2016,"2,214","706,785,402","319,235","210,000","4,883",2.3,Dallas
69,Oct 2016,"1,990","623,793,109","313,464","206,500","4,708",2.2,Dallas
70,Nov 2016,"1,946","627,114,291","322,258","215,000","4,340",2.0,Dallas
71,Dec 2016,"2,014","629,182,905","312,405","215,000","3,563",1.7,Dallas
72,Jan 2017,"1,427","411,574,799","288,420","197,000","3,937",1.9,Dallas
73,Feb 2017,"1,633","532,605,355","326,151","220,000","4,128",2.0,Dallas
74,Mar 2017,"2,358","807,358,925","342,391","229,900","4,475",2.1,Dallas
75,Apr 2017,"2,174","714,774,608","328,783","235,000","4,489",2.1,Dallas
76,May 2017,"2,566","930,367,824","362,575","244,000","4,700",2.2,Dallas
77,Jun 2017,"2,554","946,243,449","370,495","240,000","5,069",2.4,Dallas
78,Jul 2017,"2,273","758,987,181","333,914","232,000","5,156",2.4,Dallas
79,Aug 2017,"2,421","805,165,471","332,576","232,000","5,226",2.5,Dallas
80,Sep 2017,"2,161","668,271,484","309,242","222,000","5,358",2.5,Dallas
81,Oct 2017,"2,025","659,586,672","325,722","225,000","5,235",2.5,Dallas
82,Nov 2017,"2,012","689,149,670","342,520","229,000","4,753",2.2,Dallas
83,Dec 2017,"2,131","764,898,148","358,939","235,000","3,694",1.7,Dallas
84,Jan 2018,"1,471","438,585,429","298,155","215,000","3,949",1.8,Dallas
85,Feb 2018,"1,632","573,696,806","351,530","241,000","4,117",1.9,Dallas
86,Mar 2018,"2,170","778,600,740","358,802","245,000","4,610",2.2,Dallas
87,Apr 2018,"2,213","756,685,368","341,927","243,250","4,957",2.3,Dallas
88,May 2018,"2,516","949,844,680","377,522","255,000","5,238",2.5,Dallas
89,Jun 2018,"2,518","967,186,657","384,109","255,000","5,763",2.7,Dallas
90,Jul 2018,"2,256","802,261,126","355,612","245,000","5,742",2.7,Dallas
91,Aug 2018,"2,393","858,808,250","358,884","240,000","5,977",2.8,Dallas
92,Sep 2018,"1,864","627,980,613","336,899","239,900","6,010",2.9,Dallas
93,Oct 2018,"1,895","602,848,837","318,126","222,000","6,218",3.0,Dallas
94,Nov 2018,"1,739","625,515,297","359,698","234,000","6,090",2.9,Dallas
95,Dec 2018,"1,899","681,299,979","358,768","240,000","5,002",2.4,Dallas
96,Jan 2019,"1,303","383,960,352","294,674","214,000","5,627",2.8,Dallas
97,Feb 2019,"1,627","528,407,290","324,774","235,000","5,837",2.9,Dallas
98,Mar 2019,"2,107","740,644,968","351,516","245,000","6,166",3.0,Dallas
99,Apr 2019,"2,354","874,807,947","371,626","249,000","6,482",3.2,Dallas
100,May 2019,"2,646","997,921,775","377,144","260,000","6,801",3.3,Dallas
101,Jun 2019,"2,256","884,619,471","392,119","265,250","7,048",3.5,Dallas
102,Jul 2019,"2,434","837,304,096","344,003","246,025","7,210",3.5,Dallas
103,Aug 2019,"2,357","798,792,812","338,902","248,000","7,120",3.5,Dallas
104,Sep 2019,"2,073","726,898,933","350,651","247,000","7,139",3.5,Dallas
105,Oct 2019,"2,033","722,087,184","355,183","242,000","6,945",3.4,Dallas
106,Nov 2019,"1,769","619,390,652","350,136","246,500","6,378",3.1,Dallas
107,Dec 2019,"2,199","827,878,611","376,480","249,000","5,076",2.4,Dallas
108,Jan 2020,"1,522","533,364,437","350,437","237,000","5,458",2.6,Dallas
109,Feb 2020,"1,802","639,657,444","354,971","245,000","5,547",2.6,Dallas
110,Mar 2020,"2,144","801,732,386","373,942","260,500","5,261",2.5,Dallas
111,Apr 2020,"1,697","582,494,887","343,250","258,000","5,556",2.7,Dallas
112,May 2020,"1,735","576,589,768","332,328","249,900","6,004",3.0,Dallas
113,Jun 2020,"2,465","958,835,265","388,980","270,000","5,673",2.8,Dallas
114,Jul 2020,"2,924","1,191,095,080","407,351","280,000","5,608",2.7,Dallas
115,Aug 2020,"2,497","988,283,944","395,789","278,000","5,271",2.5,Dallas
116,Sep 2020,"2,500","1,003,834,486","401,534","284,000","5,069",2.4,Dallas
117,Oct 2020,"2,360","981,838,915","416,033","282,750","4,982",2.3,Dallas
118,Nov 2020,"2,119","874,424,361","412,659","280,000","4,523",2.1,Dallas
119,Dec 2020,"2,460","1,045,072,916","424,826","287,625","3,575",1.6,Dallas
120,Jan 2021,"1,702","679,043,205","398,968","271,000","3,510",1.6,Dallas
121,Feb 2021,"1,748","796,962,726","455,928","313,500","2,904",1.3,Dallas
122,Mar 2021,"2,496","1,137,427,632","455,700","302,478","2,881",1.3,Dallas
123,Apr 2021,"2,566","1,165,452,076","454,190","315,550","3,015",1.3,Dallas
124,May 2021,"2,542","1,248,819,860","491,275","325,004","2,956",1.2,Dallas
125,Jun 2021,"2,633","1,274,122,723","483,905","328,788","3,207",1.3,Dallas
126,Jul 2021,"2,528","1,169,202,300","462,501","320,000","3,528",1.5,Dallas
127,Aug 2021,"2,507","1,082,704,629","431,873","318,500","3,414",1.5,Dallas
0,Jan 2011,421,"89,955,240","213,670","170,500","3,890",5.6,Denton
1,Feb 2011,487,"110,060,399","225,997","184,500","3,914",5.6,Denton
2,Mar 2011,654,"144,106,590","220,346","171,225","4,107",6.0,Denton
3,Apr 2011,755,"164,406,927","217,758","172,250","4,194",6.3,Denton
4,May 2011,848,"191,092,415","225,345","186,000","4,158",6.4,Denton
5,Jun 2011,931,"213,534,113","229,360","185,000","4,114",6.4,Denton
6,Jul 2011,903,"205,613,703","227,701","187,076","4,061",6.1,Denton
7,Aug 2011,911,"210,681,142","231,264","179,000","3,819",5.6,Denton
8,Sep 2011,751,"160,715,813","214,002","174,500","3,644",5.2,Denton
9,Oct 2011,633,"141,854,435","224,099","184,400","3,530",5.0,Denton
10,Nov 2011,628,"138,499,910","220,541","171,274","3,383",4.8,Denton
11,Dec 2011,686,"154,711,116","225,526","174,710","3,138",4.4,Denton
12,Jan 2012,496,"104,715,251","211,119","170,000","3,128",4.3,Denton
13,Feb 2012,622,"136,562,765","219,554","179,945","3,201",4.4,Denton
14,Mar 2012,832,"179,972,308","216,313","179,250","3,316",4.4,Denton
15,Apr 2012,956,"250,725,894","262,266","185,000","3,378",4.4,Denton
16,May 2012,"1,053","245,992,058","233,611","190,000","3,467",4.4,Denton
17,Jun 2012,"1,097","260,953,818","237,880","199,000","3,389",4.3,Denton
18,Jul 2012,"1,053","247,605,628","235,143","190,000","3,294",4.1,Denton
19,Aug 2012,"1,211","281,787,714","232,690","194,000","3,097",3.7,Denton
20,Sep 2012,833,"197,374,914","236,945","194,000","2,967",3.5,Denton
21,Oct 2012,928,"202,080,118","217,759","179,244","2,817",3.3,Denton
22,Nov 2012,774,"179,416,304","231,804","189,000","2,695",3.1,Denton
23,Dec 2012,795,"186,343,955","234,395","194,000","2,482",2.8,Denton
24,Jan 2013,680,"148,539,312","218,440","182,500","2,466",2.7,Denton
25,Feb 2013,753,"168,021,258","223,136","180,700","2,454",2.7,Denton
26,Mar 2013,"1,057","255,250,886","241,486","198,000","2,499",2.7,Denton
27,Apr 2013,"1,219","306,675,664","251,580","207,500","2,522",2.6,Denton
28,May 2013,"1,393","347,796,974","249,675","213,000","2,603",2.6,Denton
29,Jun 2013,"1,335","344,846,757","258,312","215,000","2,685",2.7,Denton
30,Jul 2013,"1,418","363,420,544","256,291","214,002","2,769",2.7,Denton
31,Aug 2013,"1,429","367,785,652","257,373","215,000","2,701",2.6,Denton
32,Sep 2013,"1,096","264,646,828","241,466","195,500","2,632",2.5,Denton
33,Oct 2013,964,"237,781,469","246,661","201,300","2,542",2.4,Denton
34,Nov 2013,863,"206,854,058","239,692","202,000","2,407",2.2,Denton
35,Dec 2013,861,"212,330,524","246,609","202,000","2,267",2.1,Denton
36,Jan 2014,613,"146,468,916","238,938","196,900","2,289",2.1,Denton
37,Feb 2014,763,"187,734,158","246,047","204,465","2,343",2.2,Denton
38,Mar 2014,"1,048","272,752,498","260,260","215,000","2,334",2.2,Denton
39,Apr 2014,"1,124","293,976,640","261,545","220,000","2,439",2.3,Denton
40,May 2014,"1,321","360,526,461","272,919","227,000","2,614",2.4,Denton
41,Jun 2014,"1,464","399,768,274","273,066","235,000","2,679",2.5,Denton
42,Jul 2014,"1,459","393,545,650","269,737","230,000","2,746",2.5,Denton
43,Aug 2014,"1,397","365,936,967","261,945","224,900","2,682",2.5,Denton
44,Sep 2014,"1,127","313,407,768","278,090","220,900","2,513",2.3,Denton
45,Oct 2014,"1,106","287,288,767","259,755","215,000","2,439",2.2,Denton
