,date,sales,dollar_vol,avg_price,med_price,total_listings,month_inventory,county
113,Jun 2020,812,"257,671,620","317,330","276,000","1,602",3.0,Galveston
114,Jul 2020,860,"292,532,019","340,154","290,000","1,491",2.7,Galveston
115,Aug 2020,693,"213,943,272","308,720","269,712","1,385",2.5,Galveston
116,Sep 2020,692,"231,256,765","334,186","281,500","1,359",2.4,Galveston
117,Oct 2020,637,"206,588,615","324,315","285,000","1,386",2.4,Galveston
118,Nov 2020,619,"198,275,007","320,315","269,500","1,321",2.2,Galveston
119,Dec 2020,707,"233,767,869","330,648","273,340","1,221",2.0,Galveston
120,Jan 2021,437,"134,712,941","308,268","269,900","1,165",1.9,Galveston
121,Feb 2021,473,"168,806,257","356,884","280,000",955,1.5,Galveston
122,Mar 2021,718,"238,207,100","331,765","280,250",847,1.3,Galveston
123,Apr 2021,671,"229,535,332","342,079","280,000",838,1.3,Galveston
124,May 2021,719,"263,934,363","367,085","307,000",901,1.3,Galveston
125,Jun 2021,800,"304,125,864","380,157","315,000","1,042",1.6,Galveston
126,Jul 2021,789,"289,700,620","367,174","310,000","1,273",1.9,Galveston
127,Aug 2021,757,"296,227,793","391,318","330,000","1,360",2.0,Galveston
0,Jan 2011,2,"437,400","218,700","218,700",,,Gonzales
1,Feb 2011,1,"45,000","45,000","45,000",,,Gonzales
2,Mar 2011,4,"200,200","50,050","49,000",,,Gonzales
3,Apr 2011,,,,,,,Gonzales
4,May 2011,9,"1,134,500","126,056","130,000",,,Gonzales
5,Jun 2011,8,"1,582,000","197,750","146,250",,,Gonzales
6,Jul 2011,7,"624,870","89,267","78,970",,,Gonzales
7,Aug 2011,6,"844,900","140,817","106,000",,,Gonzales
8,Sep 2011,4,"1,112,344","278,086","288,961",,,Gonzales
9,Oct 2011,5,"526,000","105,200","104,000",,,Gonzales
10,Nov 2011,2,"375,750","187,875","187,875",,,Gonzales
11,Dec 2011,5,"544,000","108,800","116,000",,,Gonzales
12,Jan 2012,4,"650,500","162,625","121,000",,,Gonzales
13,Feb 2012,4,"719,900","179,975","124,950",,,Gonzales
14,Mar 2012,5,"352,500","70,500","78,000",,,Gonzales
15,Apr 2012,6,"596,300","99,383","100,000",,,Gonzales
16,May 2012,1,"235,000","235,000","235,000",,,Gonzales
17,Jun 2012,4,"476,900","119,225","129,950",,,Gonzales
18,Jul 2012,5,"482,939","96,588","78,439",,,Gonzales
19,Aug 2012,6,"358,000","59,667","41,000",,,Gonzales
20,Sep 2012,4,"514,900","128,725","94,500",,,Gonzales
21,Oct 2012,5,"879,950","175,990","225,000",,,Gonzales
22,Nov 2012,4,"309,750","77,438","45,125",,,Gonzales
23,Dec 2012,3,"358,900","119,633","75,000",,,Gonzales
24,Jan 2013,1,"153,924","153,924","153,924",,,Gonzales
25,Feb 2013,2,"177,462","88,731","88,731",,,Gonzales
26,Mar 2013,2,"583,000","291,500","291,500",,,Gonzales
27,Apr 2013,3,"294,900","98,300","64,900",,,Gonzales
28,May 2013,6,"912,000","152,000","143,500",,,Gonzales
29,Jun 2013,10,"1,532,420","153,242","166,700",,,Gonzales
30,Jul 2013,3,"482,000","160,667","127,000",,,Gonzales
31,Aug 2013,5,"505,400","101,080","68,000",,,Gonzales
32,Sep 2013,9,"1,144,500","127,167","114,000",,,Gonzales
33,Oct 2013,6,"446,900","74,483","58,000",,,Gonzales
34,Nov 2013,8,"1,833,711","229,214","219,000",,,Gonzales
35,Dec 2013,5,"939,000","187,800","185,000",,,Gonzales
36,Jan 2014,2,"261,400","130,700","130,700",,,Gonzales
37,Feb 2014,10,"1,629,858","162,986","161,380",,,Gonzales
38,Mar 2014,6,"710,400","118,400","117,200",,,Gonzales
39,Apr 2014,3,"399,800","133,267","74,900",,,Gonzales
40,May 2014,2,"424,900","212,450","212,450",,,Gonzales
41,Jun 2014,4,"613,000","153,250","128,500",,,Gonzales
42,Jul 2014,6,"1,096,539","182,756","177,046",,,Gonzales
43,Aug 2014,11,"1,129,473","102,679","75,000",,,Gonzales
44,Sep 2014,7,"1,161,900","165,986","169,900",,,Gonzales
45,Oct 2014,8,"1,182,900","147,862","143,750",,,Gonzales
46,Nov 2014,1,"80,000","80,000","80,000",,,Gonzales
47,Dec 2014,5,"599,452","119,890","121,500",,,Gonzales
48,Jan 2015,3,"239,500","79,833","80,000",34,6.2,Gonzales
49,Feb 2015,4,"550,000","137,500","125,000",27,5.4,Gonzales
50,Mar 2015,8,"1,160,555","145,069","158,036",36,7.0,Gonzales
51,Apr 2015,6,"1,744,997","290,833","179,998",44,8.1,Gonzales
52,May 2015,5,"937,416","187,483","181,574",45,7.9,Gonzales
53,Jun 2015,4,"1,005,248","251,312","277,500",46,8.1,Gonzales
54,Jul 2015,4,"523,500","130,875","117,500",48,8.7,Gonzales
55,Aug 2015,4,"574,827","143,707","142,414",50,10.2,Gonzales
56,Sep 2015,6,"1,391,432","231,905","213,036",50,10.3,Gonzales
57,Oct 2015,4,"461,400","115,350","107,500",58,12.9,Gonzales
58,Nov 2015,7,"1,109,720","158,531","165,000",58,11.6,Gonzales
59,Dec 2015,8,"1,265,400","158,175","152,500",59,11.2,Gonzales
60,Jan 2016,4,"552,500","138,125","126,500",59,11.1,Gonzales
61,Feb 2016,4,"518,000","129,500","126,500",54,10.1,Gonzales
62,Mar 2016,4,"975,000","243,750","215,000",49,9.8,Gonzales
63,Apr 2016,9,"1,535,263","170,585","163,763",50,9.5,Gonzales
64,May 2016,6,"959,000","159,833","115,000",49,9.2,Gonzales
65,Jun 2016,11,"1,940,945","176,450","140,000",45,7.6,Gonzales
66,Jul 2016,12,"2,391,500","199,292","205,250",55,8.4,Gonzales
67,Aug 2016,7,"1,818,500","259,786","320,000",60,8.8,Gonzales
68,Sep 2016,6,"929,100","154,850","162,450",62,9.1,Gonzales
69,Oct 2016,6,"1,245,800","207,633","187,450",55,7.9,Gonzales
70,Nov 2016,17,"1,464,632","86,155","49,244",47,6.0,Gonzales
71,Dec 2016,5,"845,400","169,080","207,500",51,6.7,Gonzales
72,Jan 2017,4,"333,900","83,475","83,500",62,8.2,Gonzales
73,Feb 2017,2,"300,000","150,000","150,000",63,8.5,Gonzales
74,Mar 2017,7,"1,286,000","183,714","195,000",53,6.9,Gonzales
75,Apr 2017,8,"1,246,000","155,750","105,250",56,7.4,Gonzales
76,May 2017,13,"2,167,500","166,731","150,000",61,7.5,Gonzales
77,Jun 2017,5,"865,400","173,080","175,000",62,8.1,Gonzales
78,Jul 2017,6,"991,500","165,250","102,000",61,8.5,Gonzales
79,Aug 2017,11,"3,941,290","358,299","195,000",58,7.7,Gonzales
80,Sep 2017,9,"1,409,300","156,589","173,500",68,8.8,Gonzales
81,Oct 2017,4,"617,000","154,250","160,000",76,10.0,Gonzales
82,Nov 2017,11,"1,983,500","180,318","163,000",73,10.3,Gonzales
83,Dec 2017,10,"2,552,523","255,252","163,012",55,7.3,Gonzales
84,Jan 2018,10,"1,581,693","158,169","152,750",56,7.0,Gonzales
85,Feb 2018,8,"1,322,775","165,347","174,438",54,6.4,Gonzales
86,Mar 2018,7,"666,400","95,200","77,000",54,6.4,Gonzales
87,Apr 2018,14,"1,651,110","117,936","111,500",62,6.9,Gonzales
88,May 2018,7,"974,000","139,143","148,500",74,8.7,Gonzales
89,Jun 2018,11,"2,352,800","213,891","197,000",77,8.6,Gonzales
90,Jul 2018,9,"2,473,402","274,822","195,000",61,6.6,Gonzales
91,Aug 2018,9,"1,221,900","135,767","130,000",55,6.1,Gonzales
92,Sep 2018,13,"2,092,650","160,973","145,000",46,4.9,Gonzales
93,Oct 2018,8,"1,399,000","174,875","189,500",49,5.0,Gonzales
94,Nov 2018,6,"854,000","142,333","150,000",46,4.9,Gonzales
95,Dec 2018,5,"675,375","135,075","122,500",44,4.9,Gonzales
96,Jan 2019,5,"560,000","112,000","89,000",43,5.1,Gonzales
97,Feb 2019,5,"878,000","175,600","165,000",42,5.1,Gonzales
98,Mar 2019,6,"815,500","135,917","141,000",40,4.9,Gonzales
99,Apr 2019,8,"1,620,732","202,592","170,000",55,7.2,Gonzales
100,May 2019,7,"985,302","140,757","153,302",56,7.3,Gonzales
101,Jun 2019,3,"623,750","207,917","184,000",54,7.7,Gonzales
102,Jul 2019,9,"1,373,000","152,556","168,000",54,7.7,Gonzales
103,Aug 2019,8,"1,206,000","150,750","138,000",58,8.4,Gonzales
104,Sep 2019,10,"2,872,500","287,250","97,500",54,8.1,Gonzales
105,Oct 2019,6,"1,002,500","167,083","115,000",53,8.2,Gonzales
106,Nov 2019,9,"1,588,000","176,444","174,000",44,6.5,Gonzales
107,Dec 2019,8,"2,040,000","255,000","187,000",39,5.6,Gonzales
108,Jan 2020,3,"625,500","208,500","227,500",41,6.0,Gonzales
109,Feb 2020,2,"262,500","131,250","131,250",36,5.5,Gonzales
110,Mar 2020,9,"2,010,000","223,333","219,000",37,5.4,Gonzales
111,Apr 2020,8,"1,956,600","244,575","219,300",39,5.7,Gonzales
112,May 2020,5,"767,000","153,400","185,000",42,6.3,Gonzales
113,Jun 2020,3,"119,000","39,667","42,000",55,8.2,Gonzales
114,Jul 2020,11,"2,171,775","197,434","235,925",55,8.0,Gonzales
115,Aug 2020,6,"1,523,000","253,833","214,500",55,8.2,Gonzales
116,Sep 2020,13,"3,112,200","239,400","213,000",62,9.0,Gonzales
117,Oct 2020,8,"2,277,000","284,625","245,000",64,9.0,Gonzales
118,Nov 2020,6,"1,690,000","281,667","247,500",64,9.4,Gonzales
119,Dec 2020,9,"1,478,250","164,250","169,000",67,9.7,Gonzales
120,Jan 2021,7,"1,351,500","193,071","230,000",54,7.4,Gonzales
121,Feb 2021,11,"1,973,300","179,391","139,900",42,5.2,Gonzales
122,Mar 2021,19,"4,280,394","225,284","213,000",30,3.4,Gonzales
123,Apr 2021,16,"3,622,100","226,381","180,000",29,3.1,Gonzales
124,May 2021,13,"2,853,500","219,500","137,500",28,2.8,Gonzales
125,Jun 2021,12,"2,710,500","225,875","153,500",27,2.5,Gonzales
126,Jul 2021,7,"1,812,000","258,857","220,000",46,4.3,Gonzales
127,Aug 2021,9,"1,681,500","186,833","220,000",49,4.5,Gonzales
0,Jan 2011,65,"6,938,997","106,754","71,500",,,Grayson
1,Feb 2011,58,"5,461,288","94,160","65,250",,,Grayson
2,Mar 2011,112,"12,968,095","115,787","86,750",,,Grayson
3,Apr 2011,89,"10,171,948","114,292","90,000",,,Grayson
4,May 2011,100,"9,801,298","98,013","75,815",,,Grayson
5,Jun 2011,129,"16,873,557","130,803","90,000",,,Grayson
6,Jul 2011,88,"12,196,841","138,600","105,750",,,Grayson
7,Aug 2011,99,"10,446,545","105,521","80,000",,,Grayson
8,Sep 2011,88,"11,112,838","126,282","89,500",,,Grayson
9,Oct 2011,83,"8,404,446","101,258","88,500",,,Grayson
10,Nov 2011,68,"9,136,143","134,355","98,250",,,Grayson
11,Dec 2011,84,"9,631,333","114,659","89,500",,,Grayson
12,Jan 2012,71,"8,580,375","120,850","85,000",,,Grayson
13,Feb 2012,72,"8,384,098","116,446","88,000",,,Grayson
14,Mar 2012,104,"11,596,294","111,503","94,500",,,Grayson
15,Apr 2012,83,"9,307,113","112,134","82,500",,,Grayson
16,May 2012,97,"14,087,672","145,234","117,500",,,Grayson
17,Jun 2012,97,"14,123,135","145,599","104,900",,,Grayson
18,Jul 2012,109,"12,410,689","113,860","86,000",,,Grayson
19,Aug 2012,126,"14,782,476","117,321","94,450",,,Grayson
20,Sep 2012,93,"11,526,143","123,937","94,000",,,Grayson
21,Oct 2012,110,"15,096,587","137,242","112,500",,,Grayson
22,Nov 2012,102,"12,440,349","121,964","98,500",,,Grayson
23,Dec 2012,93,"12,521,171","134,636","93,500",,,Grayson
24,Jan 2013,73,"7,913,706","108,407","89,000",,,Grayson
25,Feb 2013,86,"8,969,644","104,298","86,000",,,Grayson
26,Mar 2013,102,"13,235,842","129,763","100,500",,,Grayson
27,Apr 2013,123,"15,212,070","123,675","108,000",,,Grayson
28,May 2013,135,"20,443,187","151,431","121,000",,,Grayson
29,Jun 2013,116,"15,430,712","133,023","107,500",,,Grayson
30,Jul 2013,124,"17,278,783","139,345","116,000",,,Grayson
31,Aug 2013,140,"18,127,081","129,479","103,550",,,Grayson
32,Sep 2013,133,"17,845,178","134,174","115,000",,,Grayson
33,Oct 2013,122,"16,806,927","137,762","110,250",,,Grayson
34,Nov 2013,81,"8,904,749","109,935","90,000",,,Grayson
35,Dec 2013,89,"12,480,149","140,226","100,000",,,Grayson
36,Jan 2014,75,"9,094,046","121,254","77,440",,,Grayson
37,Feb 2014,88,"12,180,245","138,412","104,538",,,Grayson
38,Mar 2014,113,"13,124,933","116,150","94,900",,,Grayson
39,Apr 2014,134,"16,529,745","123,356","83,000",,,Grayson
40,May 2014,135,"17,686,245","131,009","97,500",,,Grayson
41,Jun 2014,161,"25,242,770","156,787","137,000",,,Grayson
42,Jul 2014,129,"18,639,852","144,495","116,400",,,Grayson
43,Aug 2014,139,"19,971,534","143,680","122,000",,,Grayson
44,Sep 2014,138,"19,193,217","139,081","117,500",,,Grayson
45,Oct 2014,145,"20,111,520","138,700","128,000",,,Grayson
46,Nov 2014,95,"13,700,944","144,220","115,000",,,Grayson
47,Dec 2014,120,"16,857,175","140,476","129,325",,,Grayson
48,Jan 2015,88,"12,222,115","138,888","123,950",582,4.7,Grayson
49,Feb 2015,102,"14,927,211","146,345","125,450",555,4.4,Grayson
50,Mar 2015,146,"20,950,578","143,497","110,000",574,4.5,Grayson
51,Apr 2015,146,"21,352,668","146,251","126,500",587,4.6,Grayson
52,May 2015,159,"23,693,511","149,016","123,000",555,4.2,Grayson
53,Jun 2015,164,"24,295,298","148,142","130,000",565,4.3,Grayson
54,Jul 2015,162,"23,754,245","146,631","120,950",623,4.7,Grayson
55,Aug 2015,144,"22,133,210","153,703","139,000",625,4.7,Grayson
56,Sep 2015,138,"20,541,296","148,850","127,750",606,4.5,Grayson
57,Oct 2015,157,"21,156,084","134,752","120,000",591,4.4,Grayson
58,Nov 2015,99,"15,793,368","159,529","141,400",553,4.1,Grayson
59,Dec 2015,135,"22,520,232","166,817","139,900",482,3.5,Grayson
60,Jan 2016,104,"16,264,798","156,392","145,700",470,3.4,Grayson
61,Feb 2016,131,"20,514,219","156,597","120,510",484,3.4,Grayson
62,Mar 2016,155,"25,004,644","161,320","130,000",504,3.6,Grayson
63,Apr 2016,159,"24,773,037","155,805","124,500",503,3.5,Grayson
64,May 2016,192,"30,583,132","159,287","132,250",523,3.6,Grayson
65,Jun 2016,192,"31,641,983","164,802","145,000",579,3.9,Grayson
66,Jul 2016,148,"25,777,081","174,169","155,000",588,4.0,Grayson
67,Aug 2016,174,"29,067,974","167,057","142,450",578,3.9,Grayson
68,Sep 2016,173,"28,786,302","166,395","140,750",544,3.6,Grayson
69,Oct 2016,153,"26,703,309","174,531","149,000",554,3.7,Grayson
70,Nov 2016,132,"24,037,730","182,104","149,000",534,3.5,Grayson
71,Dec 2016,153,"25,348,895","165,679","145,000",485,3.1,Grayson
72,Jan 2017,108,"16,879,465","156,291","136,500",466,3.0,Grayson
73,Feb 2017,115,"20,338,163","176,854","162,925",460,3.0,Grayson
74,Mar 2017,184,"30,581,327","166,203","140,000",500,3.2,Grayson
75,Apr 2017,148,"25,363,902","171,378","138,500",525,3.4,Grayson
76,May 2017,192,"33,986,495","177,013","155,000",538,3.4,Grayson
77,Jun 2017,211,"40,389,883","191,421","180,000",590,3.7,Grayson
78,Jul 2017,169,"29,148,944","172,479","160,000",650,4.1,Grayson
79,Aug 2017,209,"40,375,534","193,184","160,400",633,3.9,Grayson
80,Sep 2017,180,"33,393,307","185,518","172,450",569,3.5,Grayson
81,Oct 2017,168,"30,821,783","183,463","157,500",533,3.2,Grayson
82,Nov 2017,137,"25,709,337","187,659","173,400",527,3.2,Grayson
83,Dec 2017,137,"22,812,087","166,512","150,000",466,2.9,Grayson
84,Jan 2018,115,"22,358,226","194,419","160,000",443,2.7,Grayson
85,Feb 2018,146,"25,445,106","174,282","157,325",428,2.6,Grayson
86,Mar 2018,169,"32,498,681","192,300","165,000",461,2.8,Grayson
87,Apr 2018,166,"29,517,931","177,819","166,500",476,2.9,Grayson
88,May 2018,196,"41,833,548","213,436","190,000",531,3.2,Grayson
89,Jun 2018,176,"38,113,954","216,557","185,000",584,3.6,Grayson
90,Jul 2018,182,"37,446,011","205,747","182,325",615,3.7,Grayson
91,Aug 2018,173,"36,660,121","211,908","175,000",618,3.8,Grayson
92,Sep 2018,154,"32,721,742","212,479","182,250",612,3.8,Grayson
93,Oct 2018,162,"32,594,043","201,198","161,350",637,4.0,Grayson
94,Nov 2018,130,"26,443,871","203,414","190,000",632,4.0,Grayson
95,Dec 2018,146,"29,147,641","199,641","168,500",566,3.5,Grayson
96,Jan 2019,100,"20,800,979","208,010","179,000",575,3.6,Grayson
97,Feb 2019,120,"23,323,315","194,361","166,500",621,4.0,Grayson
98,Mar 2019,179,"37,160,063","207,598","170,900",623,4.0,Grayson
99,Apr 2019,184,"37,765,382","205,247","179,000",631,4.0,Grayson
100,May 2019,195,"38,486,506","197,367","182,000",681,4.3,Grayson
101,Jun 2019,180,"42,388,129","235,490","205,000",698,4.4,Grayson
102,Jul 2019,215,"49,589,779","230,650","205,000",729,4.5,Grayson
103,Aug 2019,201,"42,756,328","212,718","180,000",722,4.4,Grayson
104,Sep 2019,159,"34,013,254","213,920","191,500",713,4.3,Grayson
105,Oct 2019,182,"36,235,802","199,098","175,000",731,4.4,Grayson
106,Nov 2019,164,"34,194,595","208,504","172,500",651,3.9,Grayson
107,Dec 2019,169,"35,264,091","208,663","185,000",604,3.5,Grayson
108,Jan 2020,131,"26,455,830","201,953","183,000",598,3.5,Grayson
109,Feb 2020,153,"30,523,165","199,498","175,000",634,3.6,Grayson
110,Mar 2020,166,"33,705,355","203,044","179,700",648,3.7,Grayson
111,Apr 2020,138,"30,552,206","221,393","187,500",643,3.8,Grayson
112,May 2020,173,"43,421,181","250,989","184,000",624,3.7,Grayson
113,Jun 2020,248,"54,179,880","218,467","195,298",605,3.5,Grayson
114,Jul 2020,256,"61,741,008","241,176","210,500",556,3.1,Grayson
115,Aug 2020,241,"54,679,099","226,884","200,000",542,3.0,Grayson
116,Sep 2020,246,"58,097,686","236,169","209,000",489,2.6,Grayson
117,Oct 2020,246,"60,982,903","247,898","214,750",447,2.3,Grayson
118,Nov 2020,173,"42,550,134","245,955","203,000",430,2.2,Grayson
119,Dec 2020,196,"52,317,289","266,925","220,000",342,1.7,Grayson
120,Jan 2021,165,"41,629,894","252,302","213,500",318,1.6,Grayson
121,Feb 2021,146,"41,165,317","281,954","242,450",296,1.5,Grayson
122,Mar 2021,206,"58,858,487","285,721","243,000",255,1.3,Grayson
123,Apr 2021,202,"54,294,090","268,783","236,000",297,1.4,Grayson
124,May 2021,226,"61,788,985","273,403","249,950",299,1.4,Grayson
125,Jun 2021,220,"66,671,275","303,051","247,000",343,1.6,Grayson
126,Jul 2021,238,"64,816,646","272,339","248,250",391,1.9,Grayson
127,Aug 2021,245,"70,437,150","287,499","257,700",400,1.9,Grayson
0,Jan 2011,72,"12,151,688","168,773","168,052",,,Guadalupe
1,Feb 2011,89,"14,078,445","158,185","150,000",,,Guadalupe
2,Mar 2011,131,"21,087,649","160,974","157,500",,,Guadalupe
3,Apr 2011,131,"21,170,852","161,610","156,000",,,Guadalupe
4,May 2011,159,"26,288,193","165,335","155,000",,,Guadalupe
5,Jun 2011,185,"35,369,237","191,185","162,990",,,Guadalupe
6,Jul 2011,154,"32,168,989","208,890","165,962",,,Guadalupe
7,Aug 2011,128,"22,430,970","175,242","167,600",,,Guadalupe
8,Sep 2011,164,"29,547,312","180,167","157,500",,,Guadalupe
9,Oct 2011,124,"21,276,323","171,583","155,000",,,Guadalupe
10,Nov 2011,115,"19,648,282","170,855","169,900",,,Guadalupe
11,Dec 2011,105,"18,994,486","180,900","166,000",,,Guadalupe
12,Jan 2012,83,"11,959,011","144,084","150,000",,,Guadalupe
13,Feb 2012,92,"14,292,512","155,353","153,192",,,Guadalupe
14,Mar 2012,127,"22,853,171","179,946","166,000",,,Guadalupe
15,Apr 2012,127,"23,221,716","182,848","167,000",,,Guadalupe
16,May 2012,144,"26,439,271","183,606","159,950",,,Guadalupe
17,Jun 2012,150,"27,282,653","181,884","170,000",,,Guadalupe
18,Jul 2012,164,"31,219,715","190,364","169,450",,,Guadalupe
19,Aug 2012,205,"39,661,639","193,471","175,000",,,Guadalupe
20,Sep 2012,155,"28,924,451","186,609","166,500",,,Guadalupe
21,Oct 2012,132,"23,029,267","174,464","171,500",,,Guadalupe
22,Nov 2012,120,"24,288,017","202,400","181,250",,,Guadalupe
23,Dec 2012,122,"21,111,076","173,042","158,125",,,Guadalupe
24,Jan 2013,104,"19,081,783","183,479","163,750",,,Guadalupe
25,Feb 2013,99,"17,161,349","173,347","160,000",,,Guadalupe
26,Mar 2013,139,"26,324,171","189,383","168,000",,,Guadalupe
27,Apr 2013,149,"28,341,715","190,213","167,500",,,Guadalupe
28,May 2013,218,"44,420,623","203,764","179,950",,,Guadalupe
29,Jun 2013,193,"37,865,887","196,196","178,000",,,Guadalupe
30,Jul 2013,190,"38,220,501","201,161","186,000",,,Guadalupe
31,Aug 2013,189,"39,677,786","209,935","185,000",,,Guadalupe
32,Sep 2013,172,"32,609,709","189,591","175,000",,,Guadalupe
33,Oct 2013,177,"34,592,454","195,438","177,400",,,Guadalupe
34,Nov 2013,136,"26,909,122","197,861","179,000",,,Guadalupe
35,Dec 2013,158,"29,056,591","183,902","171,750",,,Guadalupe
36,Jan 2014,127,"23,184,146","182,552","172,000",,,Guadalupe
37,Feb 2014,116,"22,230,892","191,646","166,266",,,Guadalupe
38,Mar 2014,173,"33,955,959","196,277","184,000",,,Guadalupe
39,Apr 2014,205,"38,113,931","185,922","179,066",,,Guadalupe
40,May 2014,213,"43,620,834","204,793","190,000",,,Guadalupe
41,Jun 2014,241,"50,467,352","209,408","192,000",,,Guadalupe
42,Jul 2014,208,"46,770,788","224,860","185,250",,,Guadalupe
43,Aug 2014,238,"50,563,604","212,452","189,000",,,Guadalupe
44,Sep 2014,184,"41,216,268","224,001","196,500",,,Guadalupe
45,Oct 2014,198,"39,672,118","200,364","184,000",,,Guadalupe
46,Nov 2014,145,"29,255,411","201,761","199,999",,,Guadalupe
47,Dec 2014,212,"43,150,628","203,541","187,350",,,Guadalupe
48,Jan 2015,134,"29,146,500","217,511","189,950",611,3.2,Guadalupe
49,Feb 2015,178,"37,968,827","213,308","211,495",619,3.2,Guadalupe
50,Mar 2015,204,"44,044,449","215,904","192,057",640,3.3,Guadalupe
51,Apr 2015,232,"49,595,069","213,772","199,750",687,3.5,Guadalupe
52,May 2015,262,"63,049,051","240,645","218,900",685,3.4,Guadalupe
53,Jun 2015,251,"56,390,695","224,664","206,000",713,3.5,Guadalupe
54,Jul 2015,282,"59,510,482","211,030","210,000",758,3.6,Guadalupe
55,Aug 2015,251,"53,827,362","214,452","199,900",750,3.6,Guadalupe
56,Sep 2015,229,"49,548,898","216,371","200,000",756,3.5,Guadalupe
57,Oct 2015,209,"43,448,219","207,886","189,000",731,3.4,Guadalupe
58,Nov 2015,163,"33,728,417","206,923","194,900",685,3.2,Guadalupe
59,Dec 2015,216,"46,277,601","214,248","196,069",628,2.9,Guadalupe
60,Jan 2016,135,"27,385,690","202,857","193,500",690,3.2,Guadalupe
61,Feb 2016,166,"35,352,283","212,966","195,000",716,3.3,Guadalupe
62,Mar 2016,231,"48,185,967","208,597","200,000",765,3.5,Guadalupe
63,Apr 2016,244,"53,572,866","219,561","204,312",786,3.6,Guadalupe
64,May 2016,296,"66,296,257","223,974","214,500",808,3.6,Guadalupe
65,Jun 2016,297,"68,501,619","230,645","215,680",833,3.7,Guadalupe
66,Jul 2016,260,"61,499,254","236,536","215,000",830,3.7,Guadalupe
67,Aug 2016,330,"76,405,978","231,533","210,000",813,3.5,Guadalupe
68,Sep 2016,289,"67,691,628","234,227","209,000",765,3.2,Guadalupe
69,Oct 2016,212,"50,782,079","239,538","222,721",762,3.2,Guadalupe
70,Nov 2016,223,"50,931,591","228,393","210,000",705,2.9,Guadalupe
71,Dec 2016,229,"52,903,092","231,018","219,900",616,2.5,Guadalupe
72,Jan 2017,173,"41,105,501","237,604","213,000",638,2.6,Guadalupe
73,Feb 2017,205,"45,408,812","221,506","213,500",633,2.5,Guadalupe
74,Mar 2017,251,"58,758,193","234,096","223,250",729,2.9,Guadalupe
75,Apr 2017,210,"48,035,036","228,738","210,000",809,3.3,Guadalupe
76,May 2017,318,"75,967,032","238,890","224,000",803,3.2,Guadalupe
77,Jun 2017,344,"80,420,351","233,780","220,000",827,3.3,Guadalupe
78,Jul 2017,285,"67,957,673","238,448","222,000",867,3.4,Guadalupe
79,Aug 2017,282,"67,375,718","238,921","224,500",875,3.5,Guadalupe
80,Sep 2017,243,"59,721,513","245,768","227,500",810,3.3,Guadalupe
81,Oct 2017,255,"60,064,331","235,546","219,000",797,3.2,Guadalupe
82,Nov 2017,203,"48,750,499","240,150","217,000",783,3.1,Guadalupe
83,Dec 2017,214,"51,559,020","240,930","219,900",669,2.7,Guadalupe
84,Jan 2018,181,"41,372,445","228,577","218,000",663,2.7,Guadalupe
85,Feb 2018,180,"42,496,329","236,091","224,625",680,2.8,Guadalupe
86,Mar 2018,231,"54,627,089","236,481","220,000",786,3.2,Guadalupe
87,Apr 2018,271,"69,096,417","254,968","245,000",819,3.3,Guadalupe
88,May 2018,300,"75,717,781","252,393","240,000",882,3.5,Guadalupe
89,Jun 2018,347,"86,626,574","249,644","227,000",921,3.7,Guadalupe
90,Jul 2018,351,"87,854,570","250,298","239,800",904,3.5,Guadalupe
91,Aug 2018,346,"84,158,931","243,234","226,950",912,3.5,Guadalupe
92,Sep 2018,227,"57,885,011","255,000","220,000",887,3.4,Guadalupe
93,Oct 2018,209,"51,791,443","247,806","226,500",898,3.5,Guadalupe
94,Nov 2018,257,"67,075,326","260,993","240,000",893,3.4,Guadalupe
95,Dec 2018,218,"54,691,750","250,880","235,625",807,3.1,Guadalupe
96,Jan 2019,182,"44,346,815","243,664","233,250",915,3.5,Guadalupe
97,Feb 2019,223,"55,338,733","248,156","230,000",996,3.8,Guadalupe
98,Mar 2019,316,"77,600,657","245,572","230,250","1,066",3.9,Guadalupe
99,Apr 2019,314,"79,277,799","252,477","239,900","1,041",3.8,Guadalupe
100,May 2019,424,"110,843,638","261,424","244,000","1,037",3.6,Guadalupe
101,Jun 2019,412,"105,716,809","256,594","245,250",999,3.4,Guadalupe
102,Jul 2019,361,"95,895,134","265,637","251,200","1,002",3.4,Guadalupe
103,Aug 2019,339,"87,035,097","256,741","240,000",969,3.3,Guadalupe
104,Sep 2019,254,"64,400,652","253,546","240,000",924,3.2,Guadalupe
105,Oct 2019,290,"77,285,621","266,502","240,000",897,3.0,Guadalupe
106,Nov 2019,203,"51,636,662","254,368","240,511",835,2.8,Guadalupe
107,Dec 2019,259,"63,470,149","245,058","239,700",749,2.5,Guadalupe
108,Jan 2020,165,"40,563,127","245,837","238,000",766,2.6,Guadalupe
109,Feb 2020,200,"48,958,637","244,793","235,500",797,2.7,Guadalupe
110,Mar 2020,266,"68,640,778","258,048","240,544",771,2.7,Guadalupe
111,Apr 2020,233,"58,992,413","253,186","240,000",758,2.7,Guadalupe
112,May 2020,241,"63,073,856","261,717","249,500",710,2.6,Guadalupe
113,Jun 2020,357,"96,203,926","269,479","249,000",645,2.4,Guadalupe
114,Jul 2020,406,"113,612,719","279,834","255,250",668,2.5,Guadalupe
115,Aug 2020,390,"106,393,299","272,803","251,000",667,2.5,Guadalupe
116,Sep 2020,355,"100,306,530","282,554","255,500",630,2.2,Guadalupe
