,date,sales,dollar_vol,avg_price,med_price,total_listings,month_inventory,county
77,Jun 2017,19,"3,462,667","182,246","175,500",88,5.4,Fayette
78,Jul 2017,18,"3,328,315","184,906","172,852",93,5.6,Fayette
79,Aug 2017,15,"3,470,800","231,387","195,000",93,5.8,Fayette
80,Sep 2017,14,"4,457,625","318,402","235,000",90,5.6,Fayette
81,Oct 2017,11,"1,880,300","170,936","189,900",82,5.1,Fayette
82,Nov 2017,13,"1,993,145","153,319","165,000",80,4.8,Fayette
83,Dec 2017,10,"1,746,000","174,600","160,000",88,5.7,Fayette
84,Jan 2018,15,"2,855,000","190,333","187,500",97,6.3,Fayette
85,Feb 2018,9,"1,261,000","140,111","152,500",87,5.7,Fayette
86,Mar 2018,17,"3,846,750","226,279","245,000",93,6.3,Fayette
87,Apr 2018,27,"5,016,390","185,792","170,000",83,5.3,Fayette
88,May 2018,16,"4,705,720","294,108","178,900",82,5.3,Fayette
89,Jun 2018,12,"2,196,600","183,050","156,000",95,6.4,Fayette
90,Jul 2018,22,"4,179,900","189,995","147,750",100,6.6,Fayette
91,Aug 2018,16,"3,602,500","225,156","174,250",94,6.2,Fayette
92,Sep 2018,21,"3,271,140","155,769","130,000",97,6.2,Fayette
93,Oct 2018,15,"2,930,300","195,353","163,000",88,5.5,Fayette
94,Nov 2018,13,"3,054,401","234,954","179,900",91,5.7,Fayette
95,Dec 2018,16,"2,750,240","171,890","185,000",94,5.7,Fayette
96,Jan 2019,12,"3,131,500","260,958","227,000",108,6.6,Fayette
97,Feb 2019,9,"1,430,650","158,961","153,000",107,6.6,Fayette
98,Mar 2019,27,"4,014,550","148,687","161,125",110,6.4,Fayette
99,Apr 2019,24,"4,103,050","170,960","179,000",104,6.1,Fayette
100,May 2019,17,"3,795,000","223,235","215,000",111,6.5,Fayette
101,Jun 2019,19,"3,844,000","202,316","210,000",105,6.0,Fayette
102,Jul 2019,16,"3,427,000","214,188","209,500",102,6.0,Fayette
103,Aug 2019,25,"4,364,400","174,576","155,000",110,6.2,Fayette
104,Sep 2019,24,"4,429,500","184,562","201,250",101,5.6,Fayette
105,Oct 2019,13,"3,274,188","251,861","209,000",83,4.6,Fayette
106,Nov 2019,22,"4,520,682","205,486","136,500",83,4.4,Fayette
107,Dec 2019,12,"3,443,000","286,917","212,500",82,4.5,Fayette
108,Jan 2020,6,"1,191,900","198,650","173,500",84,4.7,Fayette
109,Feb 2020,17,"3,591,400","211,259","142,000",87,4.7,Fayette
110,Mar 2020,15,"3,702,400","246,827","250,000",101,5.8,Fayette
111,Apr 2020,5,"540,000","108,000","90,000",98,6.2,Fayette
112,May 2020,16,"3,533,000","220,812","230,000",97,6.1,Fayette
113,Jun 2020,20,"3,870,200","193,510","200,000",140,8.8,Fayette
114,Jul 2020,30,"7,858,750","261,958","213,250",138,8.1,Fayette
115,Aug 2020,20,"4,680,500","234,025","220,000",99,5.9,Fayette
116,Sep 2020,27,"7,416,900","274,700","224,000",98,5.8,Fayette
117,Oct 2020,21,"6,999,615","333,315","245,000",97,5.5,Fayette
118,Nov 2020,20,"4,653,800","232,690","193,700",99,5.7,Fayette
119,Dec 2020,20,"9,531,975","476,599","287,500",87,4.8,Fayette
120,Jan 2021,24,"5,304,500","221,021","202,500",68,3.5,Fayette
121,Feb 2021,18,"3,506,800","194,822","175,000",74,3.8,Fayette
122,Mar 2021,14,"5,331,000","380,786","282,500",60,3.1,Fayette
123,Apr 2021,22,"7,379,400","335,427","218,500",62,3.0,Fayette
124,May 2021,34,"10,888,343","320,245","229,500",54,2.4,Fayette
125,Jun 2021,32,"8,225,200","257,038","222,250",48,2.0,Fayette
126,Jul 2021,22,"6,372,490","289,659","237,700",48,2.1,Fayette
127,Aug 2021,12,"2,354,500","196,208","219,750",55,2.5,Fayette
0,Jan 2011,385,"87,609,620","227,557","189,000","3,969",6.4,Fort Bend
1,Feb 2011,499,"112,248,129","224,946","190,000","3,969",6.3,Fort Bend
2,Mar 2011,660,"156,608,295","237,285","212,250","4,215",6.8,Fort Bend
3,Apr 2011,637,"142,998,255","224,487","190,000","4,287",7.0,Fort Bend
4,May 2011,769,"184,705,508","240,189","202,500","4,277",7.0,Fort Bend
5,Jun 2011,871,"225,297,068","258,665","227,500","4,365",7.0,Fort Bend
6,Jul 2011,782,"196,331,184","251,063","213,464","4,301",6.9,Fort Bend
7,Aug 2011,827,"193,882,169","234,440","207,028","4,072",6.4,Fort Bend
8,Sep 2011,695,"160,833,098","231,415","206,000","3,967",6.1,Fort Bend
9,Oct 2011,559,"123,251,761","220,486","200,000","3,743",5.7,Fort Bend
10,Nov 2011,629,"148,170,193","235,565","207,500","3,527",5.3,Fort Bend
11,Dec 2011,705,"172,390,060","244,525","209,000","3,291",4.9,Fort Bend
12,Jan 2012,435,"95,049,426","218,504","190,199","3,370",5.0,Fort Bend
13,Feb 2012,586,"134,872,107","230,157","194,000","3,359",4.9,Fort Bend
14,Mar 2012,754,"178,511,581","236,753","209,500","3,453",5.0,Fort Bend
15,Apr 2012,768,"187,587,369","244,254","214,950","3,579",5.1,Fort Bend
16,May 2012,948,"234,660,920","247,533","212,000","3,521",4.9,Fort Bend
17,Jun 2012,"1,024","259,580,649","253,497","215,000","3,465",4.8,Fort Bend
18,Jul 2012,"1,071","276,555,436","258,222","223,667","3,346",4.5,Fort Bend
19,Aug 2012,"1,047","256,787,327","245,260","209,900","3,152",4.1,Fort Bend
20,Sep 2012,757,"173,794,537","229,583","207,000","2,908",3.8,Fort Bend
21,Oct 2012,819,"195,698,041","238,948","216,391","2,709",3.4,Fort Bend
22,Nov 2012,781,"195,483,636","250,299","215,000","2,511",3.1,Fort Bend
23,Dec 2012,842,"214,481,738","254,729","216,720","2,270",2.8,Fort Bend
24,Jan 2013,584,"136,701,185","234,077","205,200","2,279",2.7,Fort Bend
25,Feb 2013,640,"151,629,526","236,921","208,250","2,321",2.8,Fort Bend
26,Mar 2013,869,"214,746,456","247,119","225,000","2,152",2.5,Fort Bend
27,Apr 2013,"1,003","269,968,368","269,161","236,000","2,057",2.4,Fort Bend
28,May 2013,"1,402","389,529,882","277,839","253,874","2,078",2.3,Fort Bend
29,Jun 2013,"1,189","346,363,911","291,307","249,999","2,205",2.4,Fort Bend
30,Jul 2013,"1,239","351,307,236","283,541","250,000","2,252",2.4,Fort Bend
31,Aug 2013,"1,190","339,128,818","284,982","249,500","2,176",2.3,Fort Bend
32,Sep 2013,965,"272,034,548","281,901","242,911","2,170",2.3,Fort Bend
33,Oct 2013,895,"245,962,574","274,819","236,250","2,083",2.2,Fort Bend
34,Nov 2013,769,"218,808,397","284,536","245,000","1,909",2.0,Fort Bend
35,Dec 2013,921,"269,687,767","292,821","259,000","1,716",1.8,Fort Bend
36,Jan 2014,603,"162,257,974","269,085","238,000","1,791",1.8,Fort Bend
37,Feb 2014,707,"196,222,291","277,542","249,464","1,803",1.8,Fort Bend
38,Mar 2014,914,"268,299,859","293,545","260,000","1,937",2.0,Fort Bend
39,Apr 2014,960,"290,168,127","302,258","260,251","1,977",2.0,Fort Bend
40,May 2014,"1,053","318,503,246","302,472","263,800","2,221",2.3,Fort Bend
41,Jun 2014,"1,244","397,341,812","319,407","285,000","2,375",2.5,Fort Bend
42,Jul 2014,"1,122","355,975,695","317,269","274,680","2,328",2.5,Fort Bend
43,Aug 2014,"1,182","367,051,178","310,534","278,981","2,281",2.4,Fort Bend
44,Sep 2014,"1,021","303,746,293","297,499","259,900","2,187",2.3,Fort Bend
45,Oct 2014,917,"277,870,989","303,022","267,000","2,071",2.2,Fort Bend
46,Nov 2014,777,"242,529,176","312,135","270,000","1,954",2.1,Fort Bend
47,Dec 2014,"1,015","327,230,973","322,395","285,000","1,918",2.0,Fort Bend
48,Jan 2015,613,"183,501,153","299,349","266,000","2,162",2.3,Fort Bend
49,Feb 2015,669,"193,030,104","288,535","263,000","2,308",2.4,Fort Bend
50,Mar 2015,967,"294,007,649","304,041","278,000","2,314",2.4,Fort Bend
51,Apr 2015,915,"284,170,963","310,569","277,000","2,506",2.6,Fort Bend
52,May 2015,"1,012","318,113,787","314,342","285,000","2,651",2.8,Fort Bend
53,Jun 2015,"1,217","396,057,860","325,438","287,000","2,876",3.0,Fort Bend
54,Jul 2015,"1,195","383,117,019","320,600","285,180","3,060",3.2,Fort Bend
55,Aug 2015,"1,165","372,511,465","319,752","280,000","3,030",3.2,Fort Bend
56,Sep 2015,967,"304,668,940","315,066","284,615","2,919",3.1,Fort Bend
57,Oct 2015,867,"270,014,760","311,436","279,500","2,868",3.0,Fort Bend
58,Nov 2015,711,"218,517,360","307,338","265,000","2,755",2.9,Fort Bend
59,Dec 2015,"1,020","323,827,960","317,478","287,000","2,630",2.8,Fort Bend
60,Jan 2016,580,"169,832,257","292,814","265,450","2,845",3.0,Fort Bend
61,Feb 2016,656,"187,855,936","286,366","255,000","2,942",3.1,Fort Bend
62,Mar 2016,937,"283,192,673","302,233","265,000","3,178",3.4,Fort Bend
63,Apr 2016,904,"271,979,231","300,862","271,750","3,281",3.5,Fort Bend
64,May 2016,"1,097","340,434,699","310,332","279,990","3,391",3.6,Fort Bend
65,Jun 2016,"1,200","393,875,406","328,230","293,200","3,740",4.0,Fort Bend
66,Jul 2016,"1,048","337,953,398","322,475","290,000","3,913",4.2,Fort Bend
67,Aug 2016,"1,231","386,657,154","314,100","277,000","3,885",4.2,Fort Bend
68,Sep 2016,923,"278,626,293","301,870","267,500","3,665",3.9,Fort Bend
69,Oct 2016,860,"257,357,396","299,253","268,000","3,501",3.8,Fort Bend
70,Nov 2016,868,"263,255,643","303,290","271,000","3,312",3.5,Fort Bend
71,Dec 2016,"1,000","312,821,797","312,822","279,000","3,127",3.3,Fort Bend
72,Jan 2017,605,"181,006,689","299,185","265,000","3,054",3.2,Fort Bend
73,Feb 2017,711,"216,222,703","304,111","270,000","3,112",3.3,Fort Bend
74,Mar 2017,"1,011","302,577,213","299,285","270,000","3,408",3.6,Fort Bend
75,Apr 2017,"1,001","315,020,245","314,706","285,000","3,677",3.8,Fort Bend
76,May 2017,"1,237","387,733,398","313,447","277,849","4,040",4.1,Fort Bend
77,Jun 2017,"1,265","414,395,270","327,585","290,000","4,358",4.4,Fort Bend
78,Jul 2017,"1,071","338,983,506","316,511","275,118","4,539",4.6,Fort Bend
79,Aug 2017,831,"264,324,014","318,079","284,990","4,377",4.6,Fort Bend
80,Sep 2017,"1,012","316,732,116","312,976","276,000","4,082",4.3,Fort Bend
81,Oct 2017,915,"273,314,010","298,704","271,500","3,905",4.1,Fort Bend
82,Nov 2017,904,"274,819,635","304,004","269,998","3,735",3.9,Fort Bend
83,Dec 2017,984,"305,341,634","310,307","276,720","3,328",3.5,Fort Bend
84,Jan 2018,622,"183,617,757","295,205","263,975","3,284",3.4,Fort Bend
85,Feb 2018,750,"225,005,201","300,007","272,750","3,378",3.5,Fort Bend
86,Mar 2018,965,"302,203,915","313,165","279,000","3,625",3.8,Fort Bend
87,Apr 2018,"1,036","325,003,183","313,710","280,000","3,792",3.9,Fort Bend
88,May 2018,"1,279","408,182,591","319,142","285,000","4,277",4.4,Fort Bend
89,Jun 2018,"1,229","400,592,871","325,950","291,259","4,557",4.7,Fort Bend
90,Jul 2018,"1,210","395,140,014","326,562","287,000","4,488",4.6,Fort Bend
91,Aug 2018,"1,258","406,485,011","323,120","280,875","4,448",4.4,Fort Bend
92,Sep 2018,937,"293,541,300","313,278","278,000","4,313",4.3,Fort Bend
93,Oct 2018,987,"304,201,098","308,208","275,000","4,136",4.1,Fort Bend
94,Nov 2018,874,"267,433,083","305,988","274,388","4,031",4.0,Fort Bend
95,Dec 2018,"1,009","324,615,862","321,720","285,000","3,743",3.7,Fort Bend
96,Jan 2019,565,"161,645,714","286,099","253,000","3,862",3.8,Fort Bend
97,Feb 2019,767,"229,075,676","298,665","270,235","3,874",3.8,Fort Bend
98,Mar 2019,"1,006","312,435,020","310,572","284,222","4,064",4.0,Fort Bend
99,Apr 2019,"1,180","369,461,614","313,103","279,925","4,261",4.2,Fort Bend
100,May 2019,"1,367","450,810,219","329,781","290,000","4,614",4.5,Fort Bend
101,Jun 2019,"1,218","404,542,036","332,136","293,750","4,730",4.6,Fort Bend
102,Jul 2019,"1,379","447,588,520","324,575","285,000","4,637",4.4,Fort Bend
103,Aug 2019,"1,311","420,241,914","320,551","280,000","4,409",4.2,Fort Bend
104,Sep 2019,"1,054","326,716,337","309,978","275,375","4,139",3.9,Fort Bend
105,Oct 2019,"1,104","338,463,462","306,579","275,000","4,053",3.8,Fort Bend
106,Nov 2019,884,"271,054,718","306,623","272,500","3,817",3.6,Fort Bend
107,Dec 2019,"1,193","368,088,228","308,540","281,000","3,428",3.2,Fort Bend
108,Jan 2020,715,"214,721,770","300,310","267,440","3,458",3.1,Fort Bend
109,Feb 2020,887,"272,035,628","306,692","272,990","3,433",3.1,Fort Bend
110,Mar 2020,"1,146","363,193,632","316,923","280,000","3,557",3.2,Fort Bend
111,Apr 2020,950,"314,859,227","331,431","294,998","3,585",3.3,Fort Bend
112,May 2020,965,"299,105,622","309,954","275,500","3,293",3.1,Fort Bend
113,Jun 2020,"1,472","490,856,490","333,462","299,900","2,836",2.6,Fort Bend
114,Jul 2020,"1,677","579,099,771","345,319","305,000","2,715",2.4,Fort Bend
115,Aug 2020,"1,420","486,187,583","342,386","299,000","2,317",2.1,Fort Bend
116,Sep 2020,"1,405","476,380,430","339,061","295,245","2,113",1.8,Fort Bend
117,Oct 2020,"1,343","469,297,825","349,440","301,000","1,991",1.7,Fort Bend
118,Nov 2020,"1,268","436,481,104","344,228","301,990","1,749",1.5,Fort Bend
119,Dec 2020,"1,461","517,688,620","354,339","304,000","1,590",1.3,Fort Bend
120,Jan 2021,903,"304,783,503","337,523","297,000","1,469",1.2,Fort Bend
121,Feb 2021,883,"314,981,753","356,718","319,999","1,213",1.0,Fort Bend
122,Mar 2021,"1,369","509,720,658","372,331","330,000","1,150",0.9,Fort Bend
123,Apr 2021,"1,367","519,709,706","380,183","340,000","1,136",0.9,Fort Bend
124,May 2021,"1,466","587,957,344","401,062","355,000","1,140",0.9,Fort Bend
125,Jun 2021,"1,587","647,931,650","408,275","365,000","1,386",1.0,Fort Bend
126,Jul 2021,"1,486","591,511,093","398,056","354,745","1,766",1.3,Fort Bend
0,Jan 2011,220,"39,707,575","180,489","135,000",,,Galveston
1,Feb 2011,251,"47,115,650","187,712","160,000",,,Galveston
2,Mar 2011,334,"63,063,828","188,814","155,500",,,Galveston
3,Apr 2011,373,"69,532,902","186,415","159,000",,,Galveston
4,May 2011,367,"69,187,319","188,521","160,000",,,Galveston
5,Jun 2011,388,"72,625,771","187,180","160,000",,,Galveston
6,Jul 2011,349,"63,869,957","183,008","148,000",,,Galveston
7,Aug 2011,415,"74,614,788","179,795","148,000",,,Galveston
8,Sep 2011,345,"66,572,164","192,963","162,500",,,Galveston
9,Oct 2011,303,"60,335,854","199,128","165,000",,,Galveston
10,Nov 2011,277,"52,735,272","190,380","150,000",,,Galveston
11,Dec 2011,325,"61,762,681","190,039","159,500",,,Galveston
12,Jan 2012,227,"39,760,016","175,154","135,000",,,Galveston
13,Feb 2012,301,"57,762,575","191,902","158,000",,,Galveston
14,Mar 2012,353,"64,187,443","181,834","159,900",,,Galveston
15,Apr 2012,385,"71,764,663","186,402","159,900",,,Galveston
16,May 2012,483,"95,338,602","197,388","167,000",,,Galveston
17,Jun 2012,457,"91,282,902","199,744","170,000",,,Galveston
18,Jul 2012,447,"86,505,399","193,524","170,000",,,Galveston
19,Aug 2012,460,"84,516,775","183,732","153,000",,,Galveston
20,Sep 2012,346,"67,152,072","194,081","167,000",,,Galveston
21,Oct 2012,384,"75,118,750","195,622","165,000",,,Galveston
22,Nov 2012,346,"70,278,668","203,118","166,423",,,Galveston
23,Dec 2012,343,"72,474,303","211,295","168,000",,,Galveston
24,Jan 2013,264,"45,827,430","173,589","140,945",,,Galveston
25,Feb 2013,328,"66,718,287","203,409","161,850",,,Galveston
26,Mar 2013,410,"82,109,020","200,266","168,250",,,Galveston
27,Apr 2013,448,"91,745,341","204,789","170,000",,,Galveston
28,May 2013,549,"114,860,941","209,218","173,000",,,Galveston
29,Jun 2013,525,"119,405,081","227,438","185,900",,,Galveston
30,Jul 2013,599,"133,918,325","223,570","179,800",,,Galveston
31,Aug 2013,573,"129,172,547","225,432","183,500",,,Galveston
32,Sep 2013,438,"93,833,130","214,231","179,100",,,Galveston
33,Oct 2013,443,"97,334,981","219,718","172,000",,,Galveston
34,Nov 2013,351,"70,740,086","201,539","170,000",,,Galveston
35,Dec 2013,406,"88,380,413","217,686","171,000",,,Galveston
36,Jan 2014,282,"57,606,649","204,279","165,000",,,Galveston
37,Feb 2014,391,"84,572,151","216,297","179,000",,,Galveston
38,Mar 2014,446,"94,219,382","211,254","182,500",,,Galveston
39,Apr 2014,546,"112,452,878","205,958","175,530",,,Galveston
40,May 2014,576,"133,591,458","231,930","195,000",,,Galveston
41,Jun 2014,623,"142,083,328","228,063","190,000",,,Galveston
42,Jul 2014,601,"134,220,191","223,328","180,000",,,Galveston
43,Aug 2014,615,"144,702,918","235,289","198,565",,,Galveston
44,Sep 2014,494,"110,457,825","223,599","193,545",,,Galveston
45,Oct 2014,490,"109,139,626","222,734","178,950",,,Galveston
46,Nov 2014,405,"88,621,425","218,818","185,040",,,Galveston
47,Dec 2014,466,"106,993,163","229,599","195,000",,,Galveston
48,Jan 2015,297,"63,043,201","212,267","185,000","1,842",3.7,Galveston
49,Feb 2015,394,"86,864,178","220,467","192,500","1,892",3.8,Galveston
50,Mar 2015,488,"109,995,278","225,400","185,000","1,857",3.7,Galveston
51,Apr 2015,520,"128,546,162","247,204","200,000","1,929",3.9,Galveston
52,May 2015,542,"128,720,027","237,491","207,500","2,047",4.1,Galveston
53,Jun 2015,581,"140,214,941","241,334","207,000","2,077",4.2,Galveston
54,Jul 2015,635,"147,260,957","231,907","201,000","2,075",4.2,Galveston
55,Aug 2015,547,"124,441,663","227,498","200,000","2,043",4.2,Galveston
56,Sep 2015,533,"127,130,896","238,520","205,000","1,998",4.1,Galveston
57,Oct 2015,472,"111,444,936","236,112","200,000","1,920",3.9,Galveston
58,Nov 2015,357,"79,505,006","222,703","189,000","1,811",3.7,Galveston
59,Dec 2015,460,"104,825,260","227,881","195,000","1,628",3.4,Galveston
60,Jan 2016,291,"67,382,209","231,554","195,000","1,686",3.5,Galveston
61,Feb 2016,385,"88,065,772","228,742","203,000","1,707",3.5,Galveston
62,Mar 2016,553,"125,934,770","227,730","202,400","1,803",3.7,Galveston
63,Apr 2016,530,"130,339,267","245,923","215,500","1,814",3.7,Galveston
64,May 2016,619,"156,564,954","252,932","215,000","1,866",3.8,Galveston
65,Jun 2016,631,"158,971,097","251,935","219,900","1,971",3.9,Galveston
66,Jul 2016,594,"140,981,683","237,343","210,051","2,025",4.1,Galveston
67,Aug 2016,621,"151,191,296","243,464","207,000","2,040",4.0,Galveston
68,Sep 2016,518,"130,406,145","251,749","219,000","2,036",4.1,Galveston
69,Oct 2016,500,"122,624,166","245,248","216,375","1,993",3.9,Galveston
70,Nov 2016,422,"103,065,326","244,231","214,200","1,908",3.7,Galveston
71,Dec 2016,450,"113,634,171","252,520","221,238","1,801",3.5,Galveston
72,Jan 2017,305,"75,273,567","246,799","205,000","1,837",3.6,Galveston
73,Feb 2017,404,"100,824,613","249,566","217,492","1,883",3.7,Galveston
74,Mar 2017,531,"141,080,700","265,689","238,750","1,981",3.9,Galveston
75,Apr 2017,491,"121,100,884","246,641","215,000","2,063",4.1,Galveston
76,May 2017,639,"171,727,902","268,745","235,000","2,173",4.3,Galveston
77,Jun 2017,674,"177,144,572","262,826","228,750","2,249",4.4,Galveston
78,Jul 2017,566,"147,765,996","261,071","230,000","2,286",4.5,Galveston
79,Aug 2017,461,"127,915,320","277,474","249,000","2,224",4.5,Galveston
80,Sep 2017,566,"151,269,259","267,260","237,900","2,081",4.2,Galveston
81,Oct 2017,461,"123,748,630","268,435","235,000","1,959",3.9,Galveston
82,Nov 2017,469,"113,405,521","241,803","220,000","1,859",3.7,Galveston
83,Dec 2017,522,"133,436,291","255,625","225,510","1,745",3.4,Galveston
84,Jan 2018,333,"79,544,597","238,873","215,000","1,846",3.6,Galveston
85,Feb 2018,440,"107,737,119","244,857","225,700","1,824",3.6,Galveston
86,Mar 2018,528,"140,699,921","266,477","229,900","1,908",3.7,Galveston
87,Apr 2018,612,"158,000,439","258,171","235,044","2,034",3.9,Galveston
88,May 2018,693,"189,325,900","273,198","228,575","2,117",4.0,Galveston
89,Jun 2018,697,"191,650,885","274,965","239,900","2,240",4.2,Galveston
90,Jul 2018,586,"159,664,316","272,465","230,000","2,309",4.4,Galveston
91,Aug 2018,648,"181,502,901","280,097","232,000","2,322",4.3,Galveston
92,Sep 2018,537,"141,489,649","263,482","221,990","2,262",4.2,Galveston
93,Oct 2018,527,"146,223,545","277,464","240,000","2,221",4.0,Galveston
94,Nov 2018,464,"125,092,931","269,597","232,000","2,140",3.9,Galveston
95,Dec 2018,457,"118,587,807","259,492","216,000","1,975",3.6,Galveston
96,Jan 2019,327,"82,674,231","252,826","230,000","2,029",3.7,Galveston
97,Feb 2019,461,"124,456,482","269,971","231,750","2,051",3.8,Galveston
98,Mar 2019,562,"160,157,746","284,978","250,000","2,156",3.9,Galveston
99,Apr 2019,612,"171,746,797","280,632","247,990","2,210",4.0,Galveston
100,May 2019,717,"195,041,362","272,024","238,054","2,250",4.1,Galveston
101,Jun 2019,670,"192,153,440","286,796","245,000","2,255",4.1,Galveston
102,Jul 2019,643,"187,871,287","292,179","262,500","2,278",4.1,Galveston
103,Aug 2019,664,"184,673,071","278,122","251,000","2,225",4.0,Galveston
104,Sep 2019,537,"147,421,775","274,528","245,000","2,145",3.9,Galveston
105,Oct 2019,543,"151,212,278","278,476","245,000","2,098",3.8,Galveston
106,Nov 2019,479,"141,912,340","296,268","258,000","2,027",3.6,Galveston
107,Dec 2019,503,"143,621,705","285,530","260,000","1,833",3.3,Galveston
108,Jan 2020,340,"98,114,755","288,573","248,250","1,895",3.4,Galveston
109,Feb 2020,453,"135,805,457","299,791","250,000","1,995",3.6,Galveston
110,Mar 2020,518,"150,638,197","290,807","260,000","2,152",3.9,Galveston
111,Apr 2020,418,"124,332,567","297,446","249,379","2,108",3.9,Galveston
112,May 2020,541,"151,740,688","280,482","249,000","1,920",3.7,Galveston
